Text,Label
let mn be positive integers define tmn to be the transportation polytope consisting of the m x n nonnegative real matrices whose rows each sum to 1 and whose columns each sum to mn the special case bntnn is the muchstudied birkhoffvon neumann polytope of doublystochastic matrices using a recent asymptotic enumeration of nonnegative integer matrices canfield and mckay 2007 we determine the asymptotic volume of tmn as n goes to infinity with mmn such that mn neither decreases nor increases too quickly in particular we give an asymptotic formula for the volume of bn,0
phenomenology of the notion of an unparticle u recently perceived by georgi to describe a scale invariant sector with a nontrivial infrared fixed point at a higher energy scale is explored in details behaving like a collection of d_u the scale dimension of the unparticle operator o_u invisible massless particles this unparticle can be unveiled by measurements of various energy distributions for the processes z to fermion pair  u and ee to gamma u at ee colliders as well as monojet production at hadron colliders we also study the propagator effects of the unparticle through the drellyan tree level process and the oneloop muon anomaly,0
we present measurements of current noise in quantum point contacts as a function of sourcedrain bias gate voltage and inplane magnetic field at zero bias johnson noise provides a measure of the electron temperature at finite bias shot noise at zero field exhibits an asymmetry related to the 07 structure in conductance the asymmetry in noise evolves smoothly into the symmetric signature of spinresolved electron transmission at high field comparison to a phenomenological model with densitydependent level splitting yields quantitative agreement additionally a devicespecific contribution to the finitebias noise particularly visible on conductance plateaus where shot noise vanishes agrees quantitatively with a model of biasdependent electron heating,0
we observe largeamplitude rabi oscillations between an atomic and a molecular state near a feshbach resonance the experiment uses 87rb in an optical lattice and a feshbach resonance near 414 g the frequency and amplitude of the oscillations depend on magnetic field in a way that is well described by a twolevel model the observed density dependence of the oscillation frequency agrees with the theoretical expectation we confirmed that the state produced after a halfcycle contains exactly one molecule at each lattice site in addition we show that for energies in a gap of the lattice band structure the molecules cannot dissociate,0
we report magnetotransport properties of photogenerated electrons in undoped srtio_3 single crystals under ultraviolet illumination down to 2 k by tuning the light intensity the steady state carrier density can be controlled while tuning the wavelength controls the effective electronic thickness by modulating the optical penetration depth at short wavelengths when the sheet conductance is close to the twodimensional mott minimum conductivity we have observed critical behavior characteristic of weak localization negative magnetoresistance at low magnetic field is highly anisotropic indicating quasitwodimensional electronic transport the high mobility of photogenerated electrons in srtio_3 allows continuous tuning of the effective electronic dimensionality by photoexcitation,0
holzer and holzer discrete applied mathematics 1443345358 2004 proved that the tantrixtm rotation puzzle problem is npcomplete they also showed that for infinite rotation puzzles this problem becomes undecidable we study the counting version and the unique version of this problem we prove that the satisfiability problem parsimoniously reduces to the tantrixtm rotation puzzle problem in particular this reduction preserves the uniqueness of the solution which implies that the unique tantrixtm rotation puzzle problem is as hard as the unique satisfiability problem and so is dpcomplete under polynomialtime randomized reductions where dp is the second level of the boolean hierarchy over np,0
the magnetic critical properties of twodimensional ising spin glasses are controversial using exact ground state determination we extract the properties of clusters flipped when increasing continuously a uniform field we show that these clusters have many holes but otherwise have statistical properties similar to those of zerofield droplets a detailed analysis gives for the magnetization exponent delta  130  002 using lattice sizes up to 80x80 this is compatible with the droplet model prediction delta  1282 the reason for previous disagreements stems from the need to analyze both singular and analytic contributions in the lowfield regime,0
extending our results in entropy conjecture for continuous maps of nilmanifolds to appear in israel jour of math we confirm that entropy conjecture holds for every continuous selfmap of a compact kpi1 manifold with the fundamental group pi torsion free and virtually nilpotent in particular for every continuous map of an infranilmanifold in fact we prove a stronger version a lower estimate of the topological entropy of a map by logarithm of the spectral radius of an associated linearization matrix with integer entries from this referring to known estimates of mahler measure of polynomials we deduce some absolute lower bounds for the entropy,0
let m4n be a complete quaternionic kahler manifold with scalar curvature bounded below by 16nn2 we get a sharp estimate for the first eigenvalue lambda_1m of the laplacian which is lambda_1mle 2n12 if the equality holds then either m has only one end or m is diffeomorphic to mathbbrtimes n with n given by a compact manifold moreover if m is of bounded curvature m is covered by the quaterionic hyperbolic space mathbbqhn and n is a compact quotient of the generalized heisenberg group when lambda_1mge frac8n23 we also prove that m must have only one end with infinite volume,0
high tc josephson nanojunctions htc jnj made by ion irradiation have remarkable properties for technological applications however the spread in their electrical characteristics increases with the ion dose we present a simple model to explain the jnj inhomogeneities which accounts quantitatively for experimental data the spread in the slits width of the irradiation mask is the limiting factormonte carlo simulations have been performed using different irradiation conditions to study their influence on the spread of the jnj charcateristics a universal behavior has been evidenced which allows to propose new strategies to optimize jnj reproducibility,0
in this paper we give out some effective criterions which can be used to judge the separability of multipartite pure states we obtain the relationship between separability and schmidt decomposable of multipartite pure states in theorem1 the first criterion derived from theorem2 dose not need the schmidt decomposition which is hard to find for multipartite states theorem3 is more profound which can be used to deduce corollary1 which is one of the main results in 1 finally we give out an algorithm which can be used to judge the separability of multipartite pure states effectively,0
this paper studies the performance of a wireless data network using energyefficient power control techniques when different multiple access schemes namely directsequence code division multiple access dscdma and impulseradio ultrawideband iruwb are considered due to the large bandwidth of the system the multipath channel is assumed to be frequencyselective by making use of noncooperative gametheoretic models and largesystem analysis tools explicit expressions for the achieved utilities at the nash equilibrium are derived in terms of the network parameters a measure of the loss of dscdma with respect to iruwb is proposed which proves substantial equivalence between the two schemes simulation results are provided to validate the analysis,0
we address the issue of quantifying the nongaussian character of a bosonic quantum state and introduce a nongaussianity measure based on the hilbertschmidt distance between the state under examination and a reference gaussian state we analyze in details the properties of the proposed measure and exploit it to evaluate the nongaussianity of some relevant single and multimode quantum states the evolution of nongaussianity is also analyzed for quantum states undergoing the processes of gaussification by loss and degaussification by photonsubtraction the suggested measure is easily computable for any state of a bosonic system and allows to define a corresponding measure for the nongaussian character of a quantum operation,0
we consider the bosehubbard model in a two dimensional rotating optical lattice and investigate the consequences of the effective magnetic field created by rotation using a gutzwiller type variational wavefunction we find an analytical expression for the mott insulatormisuperfluidsf transition boundary in terms of the maximum eigenvalue of the hofstadter butterfly the dependence of phase boundary on the effective magnetic field is complex reflecting the selfsimilar properties of the single particle energy spectrum finally we argue that fractional quantum hall phases exist close to the misf transition boundaries including mi states with particle densities greater than one,0
we discuss several methods to produce superpositions of optical coherent states also known as cat states cat states have remarkable properties that could allow them to be powerful tools for quantum information processing and metrology a number of proposals for how one can produce cat states have appeared in the literature in recent years we describe these proposals and present new simulation and analysis of them incorporating practical issues such as photon loss detector inefficiency and limited strength of nonlinear interactions we also examine how each would perform in a realistic experiment,0
the recently updated data of the twin kilohertz quasiperiodic oscillations khz qpos in the neutron star lowmass xray binaries are analyzed the powerlaw fitting nu_1anu_21000b and linear fitting nu_2anu_1b are applied individually to the data points of four z sources gx 172 gx 3400 gx 51 and sco x1 and four atoll sources 4u 061409 4u 160852 4u 163653 and 4u 172834 the chi2tests show that the powerlaw correlation and linear correlation both can fit data well moreover the comparisons between the data and the theoretical models for khz qpos are discussed,0
internet worms cause billions of dollars in damage yearly affecting millions of users worldwide for countermeasures to be deployed timeously it is necessary to use an automated system to detect the spread of a worm this paper discusses a method of determining the presence of a worm based on routing information currently available from internet routers an autoencoder which is a specialized type of neural network was used to detect anomalies in normal routing behavior the autoencoder was trained using information from a single router and was able to detect both global instability caused by worms as well as localized routing instability,0
the commutation relations of the generalized pauli operators of a qubitqutrit system are discussed in the newly established graphtheoretic and finitegeometrical settings the dual of the pauli graph of this system is found to be isomorphic to the projective line over the product ring z2xz3 a peculiar feature in comparison with twoqubits is that two distinct pointsoperators can be joined by more than one line the multiline property is shown to be also present in the graphsgeometries characterizing twoqutrit and threequbit pauli operators space and surmised to be exhibited by any other higherlevel quantum system,0
as main result we show that for each g  1 there is some translation surface of genus g whose veech group is a non congruence subgroup of sl2z we use origamissquaretiled surfaces to produce our examples the article is divided into two parts in the first part we introduce translation surfaces origamis veech groups and teichmueller curves and show for two origamis in genus 2 that their veech groups are non congruence groups in the second part we provide a technique that produces sequences of origamis whose veech groups are decreasing this is used to prove the main result,0
consider the gradient map associated to any nonconstant homogeneous polynomial fin cx_0x_n of degree d defined by phi_fgradf dfto cpn x_0x_nto f_0xf_nx where dfxin cpn fxneq 0 is the principal open set associated to f and f_ifracpartial fpartial x_i this map corresponds to polar cremona transformations in proposition refp1 we give a new lower bound for the degree df of phi_f under the assumption that the projective hypersurface vf0  has only isolated singularities when df1 theorem reft4 yields very strong conditions on the singularities of v,0
we have observed cyclotron resonance in a highmobility gaasalgaas twodimensional electron gas by using the techniques of terahertz timedomain spectroscopy combined with magnetic fields from this we calculate the real and imaginary parts of the diagonal elements of the magnetoconductivity tensor which in turn allows us to extract the concentration effective mass and scattering time of the electrons in the sample we demonstrate the utility of ultrafast terahertz spectroscopy which can recover the true linewidth of cyclotron resonance in a highmobility 106 mathrmcm2 v1 s1 sample without being affected by the saturation effect,0
we report on use of a radiation pressure induced restoring force the optical spring effect to optically dilute the mechanical damping of a 1 gram suspended mirror which is then cooled by active feedback cold damping optical dilution relaxes the limit on cooling imposed by mechanical losses allowing the oscillator mode to reach a minimum temperature of 69 mk a factor of 40000 below the environmental temperature a further advantage of the optical spring effect is that it can increase the number of oscillations before decoherence by several orders of magnitude in the present experiment we infer an increase in the dynamical lifetime of the state by a factor of 200,0
we present a new highresolution angleresolved photoemission study of 1textitttise_2 in both its roomtemperature normal phase and its lowtemperature chargedensity wave phase at low temperature the photoemission spectra are strongly modified with large band renormalisations at highsymmetry points of the brillouin zone and a very large transfer of spectral weight to backfolded bands a theoretical calculation of the spectral function for an excitonic insulator phase reproduces the experimental features with very good agreement this gives strong evidence in favour of the excitonic insulator scenario as a driving force for the chargedensity wave transition in 1textitttise_2,0
when looking for a solution deterministic methods have the enormous advantage that they do find global optima unfortunately they are very cpuintensive and are useless on untractable nphard problems that would require thousands of years for cuttingedge computers to explore in order to get a result one needs to revert to stochastic algorithms that sample the search space without exploring it thoroughly such algorithms can find very good results without any guarantee that the global optimum has been reached but there is often no other choice than using them this chapter is a short introduction to the main methods used in stochastic optimization,0
the sum of n sufficiently strongly correlated random variables will not in general be gaussian distributed in the limit ntoinfty we revisit examples of sums x that have recently been put forward as instances of variables obeying a qgaussian law that is one of type csttimes11qx211q we show by explicit calculation that the probability distributions in the examples are actually analytically different from qgaussians in spite of numerically resembling them very closely although qgaussians exhibit many interesting properties the examples investigated do not support the idea that they play a special role as limit distributions of correlated sums,0
the deuteronproton elastic scattering has been studied in the multiple scattering expansion formalism the essential attention has been given to such relativistic problem as a deuteron wave function in a moving frame and transformation of spin states due to wigner rotation parameterization of the nucleonnucleon tmatrix has been used to take the offenergy shell effects into account the vector a_y and tensor a_yy analyzing powers of the deuteron have been calculated at two deuteron kinetic energies 395 mev and 1200 mev the obtained results are compared with the experimental data,0
we investigated the switching dynamics of two kinds of euba2cu3oy eu123 intrinsic josephson junctions ijjs with different anisotropy parameters gamma  mcmab12 tuned to 37 and 22 in contrast to weaklycoupled ijjs in bi2212 significant deviations from the thermally activated escape model of a singlestack josephson junction were observed in their switching current distributions pi due to the stronglycoupled nature of the eu123 ijjs the pi of the two ijjs are found to be independent of temperature below 14 k and 42 k respectively which indicates the observation of macroscopic quantum tunneling at high temperatures of liquid he,0
the highq harmonic oscillator mode of a josephson junction can be used as a novel probe of spurious twolevel systems tlss inside the amorphous oxide tunnel barriers of the junction in particular we show that spectroscopic transmission measurements of the junction resonator mode can reveal how the coupling magnitude between the junction and the tlss varies with an external magnetic field applied in the plane of the tunnel barrier the proposed experiments offer the possibility of clearly resolving the underlying coupling mechanism for these spurious tlss an important decoherence source limiting the quality of superconducting quantum devices,0
let a be a subspace arrangement with a geometric lattice such that codimx  1 for every x in a using rational homotopy theory we prove that the complement ma is rationally elliptic if and only if the sum of the orthogonal subspaces is a direct sum the homotopy type of ma is also given it is a product of odd dimensional spheres finally some other equivalent conditions are given such as poincare duality those results give a complete description of arrangements with geometric lattice and with the codimension condition on the subspaces such that ma is rationally elliptic and show that most arrangements have an hyperbolic complement,0
we report on the analysis of selected single source data sets from the first round of the mock lisa data challenges mldc for white dwarf binaries we implemented an endtoend pipeline consisting of a gridbased coherent preprocessing unit for signal detection and an automatic markov chain monte carlo postprocessing unit for signal evaluation we demonstrate that signal detection with our coherent approach is secure and accurate and is increased in accuracy and supplemented with additional information on the signal parameters by our markov chain monte carlo approach we also demonstrate that the markov chain monte carlo routine is additionally able to determine accurately the noise level in the frequency window of interest,0
tio_2delta films were deposited on 100 lanthanum aluminates laalo_3 substrates at a very low oxygen chamber pressure papprox 03 mtorr employing a pulsed laser ablation deposition technique in previous work it was established that the oxygen deficiency in these films induced ferromagnetism in this work it is demonstrated that this same oxygen deficiency also gives rise to semiconductor titanium ion impurity donor energy levels transport resistivity measurements in thin films of tio_2delta are presented as a function of temperature and magnetic field magneto and hall resistivity is explained in terms of electronic excitations from the titanium ion donor levels into the conduction band,0
the main result of this paper is a bound on the distance between the distribution of an eigenfunction of the laplacian on a compact riemannian manifold and the gaussian distribution if x is a random point on a manifold m and f is an eigenfunction of the laplacian with l2norm one and eigenvalue mu then d_tvfxzlefrac2muebignabla fx2enabla fx 2big this result is applied to construct specific examples of spherical harmonics of arbitrary odd degree which are close to gaussian in distribution a second application is given to random linear combinations of eigenfunctions on flat tori,0
using adscft correspondence and the euclidean action formalism for black hole entropy kraus and larsen have argued that the entropy of a btz black hole in three dimensional supergravity with 04 supersymmetry does not receive any correction from higher derivative terms in the action we argue that as a consequence of adscft correspondence the action of a three dimensional supergravity with 04 supersymmetry cannot receive any higher derivative correction except for those which can be removed by field redefinition the nonrenormalization of the entropy then follows as a consequence of this and the invariance of walds formula under a field redefinition,0
in order to obtain more comprehensive information about an celestial object the radio image must be identified with the optical one many years the identification process is carried out with the coordinate coincidence criteria which leads to abundant misidentifications and empty field in optics for the radio sources for this reason significant part of radio sources do not have identifications in optic in present paper we consider the radio refraction in the galaxy which significantly changes the coordinates of radio sources if compared with the optical one by taking into account the radio refraction the major number of the radio sources can be successfully identified with the optical objects,0
continuoustime quantum walk ctqw on a given graph is investigated by using the techniques of the spectral analysis and inverse laplace transform of the stieltjes function stieltjes transform of the spectral distribution associated with the graph it is shown that the probability amplitude of observing the ctqw at a given site at time t is related to the inverse laplace transformation of the stieltjes function namely one can calculate the probability amplitudes only by taking the inverse laplace transform of the function ig_muis where g_mux is the stieltjes function of the graph the preference of this procedure is that there is no any need to know the spectrum of the graph,0
anomalies of discrete rsymmetries appearing in heterotic orbifold models are studied we find that the mixed anomalies for different gauge groups satisfy the universal greenschwarz gs condition indicating that these anomalies are canceled by the gs mechanism an exact relation between the anomaly coefficients of the discrete rsymmetries and oneloop betafunction coefficients is obtained we also find that the discrete rsymmetries have a good chance to be unbroken down to the supersymmetry breaking scale even below this scale a z_2 subgroup is unbroken which may be an origin of the rparity of the minimal supersymmetric standard model relations between the rsymmetry anomalies and tduality anomalies are also investigated,0
in order to popularize the so called schwingers method we reconsider the feynman propagator of two nonrelativistic systems a charged particle in a uniform magnetic field and a charged harmonic oscillator in a uniform magnetic field instead of solving the heisenberg equations for the position and the canonical momentum operators bf r and bf p we apply this method by solving the heisenberg equations for the gauge invariant operators bf r and mathversionboldpi  bf pebf a the latter being the mechanical momentum operator in our procedure we avoid fixing the gauge from the beginning and the result thus obtained shows explicitly the gauge dependence of the feynman propagator,0
dark matter particles need not be completely stable and in fact they may be decaying now we consider this possibility in the frameworks of universal extra dimensions and supersymmetry with very late decays of wimps to kaluzaklein gravitons and gravitinos the diffuse photon background is a sensitive probe even for lifetimes far greater than the age of the universe remarkably both the energy spectrum and flux of the observed mev gamma ray excess may be naturally explained by decaying dark matter with mev mass splittings future observations of continuum and line photon fluxes will test this explanation and may provide novel constraints on cosmological parameters,0
let dlap be the discrete laplace operator acting on functions or rational matrices fmathbfq_ltomathbbq where mathbfq_l is the two dimensional lattice of size l embedded in mathbbz_2 consider a rational ltimes l matrix mathcalh whose inner entries mathcalh_ij satisfy dlapmathcalh_ij0 the matrix mathcalh is thus the classical finite difference fivepoints approximation of the laplace operator in two variables we give a constructive proof that mathcalh is the restriction to mathbfq_l of a discrete harmonic polynomial in two variables for any l2 this result proves a conjecture formulated in the context of deterministic fixedenergy sandpile models in statistical mechanics,0
we propose an interesting model of neutrino masses to realize leptogenesis and dark matter at the tev scale a real scalar is introduced to naturally realize the majorana masses of the righthanded neutrinos we also include a new higgs doublet that contributes to the dark matter of the universe the neutrino masses come from the vacuum expectation value of the triplet higgs scalar the righthanded neutrinos are not constrained by the neutrino masses and hence they could generate leptogenesis at the tev scale without subscribing to resonant leptogenesis in our model all new particles could be observable at the forthcoming large hardon collider or the proposed future international linear collider,0
extending physics0701092 a light source of monochromatic radiation in rectilinear motion under constant proper acceleration passes near an observer at rest in the context of special relativity we describe the observed doppler effect we describe also the interesting discontinuous effect when riding through occurs an english version of this article is available  daurigante physics0701092 luma fonto de unukolora radiado ce rekta movo ce konstanta propra akcelo pasas preter restanta observanto ce la specialrelativeco ni priskribas la observatan doppleran efikon ni ankau priskribas la interesan nekontinuan efikon se trapaso okazas,0
let k be a totally real number field with galois closure l we prove that if f in mathbb qx_1x_n is a sum of m squares in kx_1x_n then f is a sum of 4m cdot 2l mathbb q1 l mathbb q 1 choose 2 squares in mathbb qx_1x_n moreover our argument is constructive and generalizes to the case of commutative kalgebras this result gives a partial resolution to a question of sturmfels on the algebraic degree of certain semidefinite programing problems,0
differential cross sections for the reaction gamma p to p pi0 have been measured with the cebaf large acceptance spectrometer clas and a tagged photon beam with energies from 0675 to 2875 gev the results reported here possess greater accuracy in the absolute normalization than previous measurements they disagree with recent cbelsa measurements for the process at forward scattering angles agreement with the said and maid fits is found below 1 gev the present set of cross sections has been incorporated into the said database and exploratory fits have been extended to 3 gev resonance couplings have been extracted and compared to previous determinations,0
in this paper we introduce the online viterbi algorithm for decoding hidden markov models hmms in much smaller than linear space our analysis on twostate hmms suggests that the expected maximum memory used to decode sequence of length n with mstate hmm can be as low as thetamlog n without a significant slowdown compared to the classical viterbi algorithm classical viterbi algorithm requires omn space which is impractical for analysis of long dna sequences such as complete human genome chromosomes and for continuous data streams we also experimentally demonstrate the performance of the online viterbi algorithm on a simple hmm for gene finding on both simulated and real dna sequences,0
using a semiclassical approach we describe an onchip cooling protocol for a micromechanical resonator by employing a superconducting flux qubit a lorentz force generated by the passive backaction of the resonators displacement can cool down the thermal motion of the mechanical resonator by applying an appropriate microwave drive to the qubit we show that this onchip cooling protocol with wellcontrolled cooling power and a tunable response time of passive backaction can be highly efficient with feasible experimental parameters the effective mode temperature of a resonator could be cooled down by several orders of magnitude,0
we investigate the competition between pairing correlations and ferromagnetism in small metallic grains in the presence of a zeeman field our analysis is based on the universal hamiltonian valid in the limit of large thouless conductance we show that the coexistence regime of superconducting and ferromagnetic correlations can be made experimentally accessible by tuning an external zeeman field we compare the exact solution of the model with a meanfield theory and find that the latter cannot describe pairing correlations in the intermediate regime we also study the occurrence of spin jumps across the phase boundary separating the superconducting and coexistence regimes,0
serre obtained the padic limit of the integral fourier coefficient of modular forms on sl_2mathbbz for p2357 in this paper we extend the result of serre to weakly holomorphic modular forms of half integral weight on gamma_04n for n124 a proof is based on linear relations among fourier coefficients of modular forms of half integral weight as applications we obtain congruences of borcherds exponents congruences of quotient of eisentein series and congruences of values of lfunctions at a certain point are also studied furthermore the congruences of the fourier coefficients of siegel modular forms on maass space are obtained using ikeda lifting,0
masses of pseudoscalar and vector mesons which are ground states of light orand heavy quarks and antiquarks have been calculated in the framework of an extended model of quasiindependent quarks with absolute uncertainties about 30 mev it is shown that the assumption on equidistant discrete levels for a mean field energy does not contradict to existing data and permits to reduce a number of model parameters it is obtained that a difference between neighbouring mean field energy levels is flavour independent values of spinspin interaction between quarks and antiquarks with different flavours in pseudoscalar and vector mesons are presented,0
motivated by the polarization anomaly in the bphi1020k892 decay we extend our search for other k final states in the decay b0phi1020k0 with the k0kpi invariant mass above 16 gev the final states considered include the k16800 k317800 k420450 and a kpi spinzero nonresonant component we also search for b0phidbar0 decay with the same final state the analysis is based on a sample of about 384 million bbbar pairs recorded with the babar detector we place upper limits on the branching fractions brb0phik1680035106 brb0phik31780027106 brb0phik420450153106 and brb0phidbar0117106 at 90 cl the nonresonant contribution is consistent with the measurements in the lower invariant mass range.,0
the longroot elements in lie algebras of chevalley type have been well studied and can be characterized as extremal elements that is elements x such that the image of ad x2 lies in the subspace spanned by x in this paper assuming an algebraically closed base field of characteristic not 2 we find presentations of the lie algebras of classical chevalley type by means of minimal sets of extremal generators the relations are described by simple graphs on the sets for example for c_n the graph is a path of length 2n and for a_n the graph is the triangle connected to a path of length n3,0
we show that there is a link between the kuramoto paradigm and another system of synchronized oscillators namely an electrical power distribution grid of generators and consumers the purpose of this work is to show both the formal analogy and some practical consequences the mapping can be made quantitative and under some necessary approximations a class of kuramotolike models those with bimodal distribution of the frequencies is most appropriate for the powergrid in fact in the powergrid there are two kinds of oscillators the sources delivering power to the consumers,0
the studies of the generalized einstein lagrangian densities without torsion are extended to those of the more generalized lagrangian densities with torsion the properties of the more generalized lagrangian densities are studied systematically and thoroughly the dynamical laws of a gravitational system such as the gravitational field equations the conservation laws of the energymomentum tensor densities the conservation laws of the spin densities and the equations of motion for test particle are all derived from the lagrangian densities the differences between the more generalized lagrangian densities and the generalized einstein lagrangian densities are discussed,0
